date,event,sourceA,timeA,sourceB,timeB,diff_min
2021-03-04,Initial Jobless Claims,InvestingC(2019-21),2021-03-04 09:30:00-05:00,InvestingB(scraper),2021-03-04 08:30:00-05:00,60.0
2021-03-04,Fed Chair Powell Speaks,InvestingC(2019-21),2021-03-04 13:05:00-05:00,InvestingB(scraper),2021-03-04 12:05:00-05:00,60.0
2021-03-05,Nonfarm Payrolls,InvestingC(2019-21),2021-03-05 09:30:00-05:00,InvestingB(scraper),2021-03-05 08:30:00-05:00,60.0
2021-03-05,Unemployment Rate,InvestingC(2019-21),2021-03-05 09:30:00-05:00,InvestingB(scraper),2021-03-05 08:30:00-05:00,60.0
2021-03-10,10-Year Note Auction,InvestingC(2019-21),2021-03-10 14:00:00-05:00,InvestingB(scraper),2021-03-10 13:00:00-05:00,60.0
2021-03-11,Initial Jobless Claims,InvestingC(2019-21),2021-03-11 09:30:00-05:00,InvestingB(scraper),2021-03-11 08:30:00-05:00,60.0
2021-03-11,30-Year Bond Auction,InvestingC(2019-21),2021-03-11 14:00:00-05:00,InvestingB(scraper),2021-03-11 13:00:00-05:00,60.0
2021-03-12,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2021-03-12 11:00:00-05:00,InvestingB(scraper),2021-03-12 10:00:00-05:00,60.0
2021-03-12,Michigan Consumer Sentiment,InvestingC(2019-21),2021-03-12 11:00:00-05:00,InvestingB(scraper),2021-03-12 10:00:00-05:00,60.0
2021-03-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2021-03-15 09:30:00-04:00,InvestingB(scraper),2021-03-15 08:30:00-04:00,60.0
2021-03-17,Housing Starts,InvestingC(2019-21),2021-03-17 09:30:00-04:00,InvestingB(scraper),2021-03-17 08:30:00-04:00,60.0
2021-03-17,FOMC Economic Projections,InvestingC(2019-21),2021-03-17 15:00:00-04:00,InvestingB(scraper),2021-03-17 14:00:00-04:00,60.0
2021-03-17,FOMC Statement,InvestingC(2019-21),2021-03-17 15:00:00-04:00,InvestingB(scraper),2021-03-17 14:00:00-04:00,60.0
2021-03-17,Fed Interest Rate Decision,InvestingC(2019-21),2021-03-17 15:00:00-04:00,InvestingB(scraper),2021-03-17 14:00:00-04:00,60.0
2021-03-17,FOMC Press Conference,InvestingC(2019-21),2021-03-17 15:30:00-04:00,InvestingB(scraper),2021-03-17 14:30:00-04:00,60.0
2021-03-18,Initial Jobless Claims,InvestingC(2019-21),2021-03-18 09:30:00-04:00,InvestingB(scraper),2021-03-18 08:30:00-04:00,60.0
2021-03-18,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2021-03-18 09:30:00-04:00,InvestingB(scraper),2021-03-18 08:30:00-04:00,60.0
2021-03-22,Fed Chair Powell Speaks,InvestingC(2019-21),2021-03-22 10:00:00-04:00,InvestingB(scraper),2021-03-22 09:00:00-04:00,60.0
2021-03-23,FOMC Member Bullard Speaks,InvestingC(2019-21),2021-03-23 10:00:00-04:00,InvestingB(scraper),2021-03-23 09:00:00-04:00,60.0
2021-03-23,New Home Sales,InvestingC(2019-21),2021-03-23 11:00:00-04:00,InvestingB(scraper),2021-03-23 10:00:00-04:00,60.0
2021-03-23,Fed Chair Powell Testifies,InvestingC(2019-21),2021-03-23 13:00:00-04:00,InvestingB(scraper),2021-03-23 12:00:00-04:00,60.0
2021-03-23,FOMC Member Williams Speaks,InvestingC(2019-21),2021-03-23 15:45:00-04:00,InvestingB(scraper),2021-03-23 14:45:00-04:00,60.0
2021-03-24,Fed Chair Powell Testifies,InvestingC(2019-21),2021-03-24 11:00:00-04:00,InvestingB(scraper),2021-03-24 10:00:00-04:00,60.0
2021-03-24,FOMC Member Williams Speaks,InvestingC(2019-21),2021-03-24 14:45:00-04:00,InvestingB(scraper),2021-03-24 13:45:00-04:00,60.0
2021-03-25,FOMC Member Williams Speaks,InvestingC(2019-21),2021-03-25 06:30:00-04:00,InvestingB(scraper),2021-03-25 05:30:00-04:00,60.0
2021-03-25,Initial Jobless Claims,InvestingC(2019-21),2021-03-25 09:30:00-04:00,InvestingB(scraper),2021-03-25 08:30:00-04:00,60.0
2021-03-26,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2021-03-26 11:00:00-04:00,InvestingB(scraper),2021-03-26 10:00:00-04:00,60.0
2021-03-26,Michigan Consumer Sentiment,InvestingC(2019-21),2021-03-26 11:00:00-04:00,InvestingB(scraper),2021-03-26 10:00:00-04:00,60.0
2021-03-30,CB Consumer Confidence,InvestingC(2019-21),2021-03-30 11:00:00-04:00,InvestingB(scraper),2021-03-30 10:00:00-04:00,60.0
2021-03-30,FOMC Member Williams Speaks,InvestingC(2019-21),2021-03-30 15:00:00-04:00,InvestingB(scraper),2021-03-30 14:00:00-04:00,60.0
2021-03-31,ADP Nonfarm Employment Change,InvestingC(2019-21),2021-03-31 09:15:00-04:00,InvestingB(scraper),2021-03-31 08:15:00-04:00,60.0
2021-04-01,Initial Jobless Claims,InvestingC(2019-21),2021-04-01 09:30:00-04:00,InvestingB(scraper),2021-04-01 08:30:00-04:00,60.0
2021-04-01,ISM Manufacturing PMI,InvestingC(2019-21),2021-04-01 11:00:00-04:00,InvestingB(scraper),2021-04-01 10:00:00-04:00,60.0
2021-04-02,Nonfarm Payrolls,InvestingC(2019-21),2021-04-02 09:30:00-04:00,InvestingB(scraper),2021-04-02 08:30:00-04:00,60.0
2021-04-02,Unemployment Rate,InvestingC(2019-21),2021-04-02 09:30:00-04:00,InvestingB(scraper),2021-04-02 08:30:00-04:00,60.0
2021-04-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2021-04-05 11:00:00-04:00,InvestingB(scraper),2021-04-05 10:00:00-04:00,60.0
2021-04-07,FOMC Meeting Minutes,InvestingC(2019-21),2021-04-07 15:00:00-04:00,InvestingB(scraper),2021-04-07 14:00:00-04:00,60.0
2021-04-08,Initial Jobless Claims,InvestingC(2019-21),2021-04-08 09:30:00-04:00,InvestingB(scraper),2021-04-08 08:30:00-04:00,60.0
2021-04-08,Fed Chair Powell Speaks,InvestingC(2019-21),2021-04-08 13:00:00-04:00,InvestingB(scraper),2021-04-08 12:00:00-04:00,60.0
2021-04-12,10-Year Note Auction,InvestingC(2019-21),2021-04-12 14:00:00-04:00,InvestingB(scraper),2021-04-12 13:00:00-04:00,60.0
2021-04-13,30-Year Bond Auction,InvestingC(2019-21),2021-04-13 14:00:00-04:00,InvestingB(scraper),2021-04-13 13:00:00-04:00,60.0
2021-04-14,Fed Chair Powell Speaks,InvestingC(2019-21),2021-04-14 13:00:00-04:00,InvestingB(scraper),2021-04-14 12:00:00-04:00,60.0
2021-04-14,FOMC Member Williams Speaks,InvestingC(2019-21),2021-04-14 15:30:00-04:00,InvestingB(scraper),2021-04-14 14:30:00-04:00,60.0
2021-04-15,Initial Jobless Claims,InvestingC(2019-21),2021-04-15 09:30:00-04:00,InvestingB(scraper),2021-04-15 08:30:00-04:00,60.0
2021-04-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2021-04-15 09:30:00-04:00,InvestingB(scraper),2021-04-15 08:30:00-04:00,60.0
2021-04-15,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2021-04-15 09:30:00-04:00,InvestingB(scraper),2021-04-15 08:30:00-04:00,60.0
2021-04-16,Housing Starts,InvestingC(2019-21),2021-04-16 09:30:00-04:00,InvestingB(scraper),2021-04-16 08:30:00-04:00,60.0
2021-04-16,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2021-04-16 11:00:00-04:00,InvestingB(scraper),2021-04-16 10:00:00-04:00,60.0
2021-04-16,Michigan Consumer Sentiment,InvestingC(2019-21),2021-04-16 11:00:00-04:00,InvestingB(scraper),2021-04-16 10:00:00-04:00,60.0
2021-04-22,Initial Jobless Claims,InvestingC(2019-21),2021-04-22 09:30:00-04:00,InvestingB(scraper),2021-04-22 08:30:00-04:00,60.0
2021-04-23,New Home Sales,InvestingC(2019-21),2021-04-23 11:00:00-04:00,InvestingB(scraper),2021-04-23 10:00:00-04:00,60.0
